"Topic","1"," "," "
"0.45359","14","Agbo-2021-Scientific production and thematic b",""
"0.42833","999","Uribe-Saldarria-2022-What If_ A Robot Challeng",""
"0.37965","308","Feng-2022-An analysis of the current status of",""
"0.37902","103","Bezerra-2022-Teaching software processes from",""
"0.34993","145","Bucea-Manea-țon-2022-Artificial Intelligence P",""
"0.34682","648","Lin-2022-Metaverse in Education_ Vision, Oppor",""
"0.34215","295","Espina-Romero-2022-What Are the Topics That Bu",""
"0.34211","588","Lara-2020-Special issue on the current trends",""
"0.34101","27","Al Shehhi-2022-Using a Hybrid Approach of Game",""
"0.33913","426","Henderi-2022-A Blockchain-Based Framework Gami",""
"0.33766","20","Ahmad-2022-MOOC 5.0_ A Roadmap to the Future o",""
"0.33671","705","Mahapatra-2022-A Hybrid Connected Approach of",""
"0.33621","128","Bornelus-2020-Integrating blockchain technolog",""
"0.33555","850","Razmjooei-2023-Industry 4.0 research in the ma",""
"0.32873","22","Aini-2022-iLearning education based on gamific",""
"0.32812","144","Bucea-Manea-țon-2021-Blockchain technology enh",""
"0.32311","226","Choi-2022-Development of Blockchain Learning G",""
"0.3205","21","Ahmed-2022-The Digital and Cyberspace Moderniz",""
"0.31585","977","Thrassou-2022-An Overview of Business Advancem",""
"0.31384","236","Çulha-2022-Gamification of Open Inquiry-based",""
"-","-","-","-"
"Topic","2"," "," "
"0.38898","1100","Xiong-2021-Security and Privacy in Mobile Crow",""
"0.29787","126","Bordel-2022-Distributed Trust and Reputation S",""
"0.28378","342","Gamundani-2018-An Overview of Potential Authen",""
"0.27176","978","Tian-2020-Research on distributed blockchain-b",""
"0.26902","351","Ghajar-2022-Schloss_ Blockchain-Based System A",""
"0.26343","112","Bi-2023-IoT_ A Decentralized Trust Management",""
"0.25662","914","Shrivastava-2022-Designing a Secure Vehicular",""
"0.2497","417","He-2019-Securing over-the-air IoT firmware upd",""
"0.2485","287","El-dosuky-2019-SPAINChain_ Security, Privacy",""
"0.24502","388","Gupta-2022-Game Theory‐Based Authentication Fr",""
"0.24129","723","Mecheva-2020-Cybersecurity in intelligent tran",""
"0.23403","478","JSIR 82(01) 50-62",""
"0.23349","398","Hao-2012-Mixed-strategy game based trust manag",""
"0.23145","960","TSP_CSSE_25461",""
"0.23011","904","Shao-2019-Blockchain-Based SDN Security Guaran",""
"0.22677","906","Sharadqh-2023-Hybrid Chain_ Blockchain Enabled",""
"0.22496","408","Hassija-2020-A Framework for Secure Vehicular",""
"0.22194","65","Ayaz-2021-Blockchain-Enabled Security and Priv",""
"0.21192","82","Barka-2021-Sthm_ A secured and trusted healthc",""
"0.20678","706","Mahapatra-2022-Demonstration of Integration of",""
"-","-","-","-"
"Topic","3"," "," "
"0.3585","752","Nadini-2021-Mapping the NFT revolution_ market",""
"0.31107","1063","White-2022-Characterizing the OpenSea NFT Mark",""
"0.277","1004","Valeonti-2021-Crypto collectibles, museum fund",""
"0.22755","650","Lischke-2016-Analyzing the bitcoin network_ Th",""
"0.22565","125","Bonifazi-2023-Performing Wash Trading on NFTs_",""
"0.21362","572","Krasnoselskii-2023-KRAMER_ Interpretable Rarit",""
"0.21163","1212","Zheng-2022-Multimodal Learning for Improved NF",""
"0.20945","863","Saeidnia-2023-Non-fungible tokens (NFT)_ a saf",""
"0.20897","970","Tasca-2018-The evolution of the bitcoin econom",""
