Topic,1
blockchain,0.021354
chain,0.016575
technology,0.013755
supply,0.013079
information,0.011962
model,0.01012
cost,0.0098471
price,0.0071286
strategy,0.0069881
platform,0.0068422
-,-
Topic,2
key,0.011291
security,0.01022
protocol,0.010109
contract,0.0098575
function,0.0069181
scheme,0.0060188
party,0.0057599
set,0.0057215
message,0.0056348
follow,0.0053202
-,-
Topic,3
network,0.01295
node,0.011574
blockchain,0.010765
transaction,0.0084771
system,0.0078332
propose,0.0078253
resource,0.0077371
user,0.0077158
datum,0.0072767
algorithm,0.0069608
-,-
Topic,4
blockchain,0.018989
datum,0.013874
energy,0.011293
smart,0.010277
system,0.009959
game,0.0075965
user,0.0065684
network,0.0065291
technology,0.0063372
contract,0.0062699
-,-
Topic,5
block,0.021733
player,0.018412
miner,0.017515
pool,0.016636
game,0.016295
mining,0.014973
transaction,0.014126
attack,0.013029
bitcoin,0.012828
strategy,0.0090397
-,-
