Topic,Probability_1,Probability_2,Probability_3,Probability_4,Probability_5,Probability_6,Probability_7,Probability_8,Probability_9,Probability_10,Probability_11,Probability_12,Probability_13,Probability_14,Probability_15,Probability_16,Probability_17,Probability_18,Probability_19,Probability_20,Probability_21,Probability_22,Probability_23,Probability_24,Probability_25,Probability_26,Probability_27,Probability_28,Probability_29,Probability_30,Probability_31,Probability_32,Probability_33,Probability_34,Probability_35,Probability_36,Probability_37,Probability_38,Probability_39,Probability_40,Probability_41,Probability_42,Probability_43,Probability_44,Probability_45,Probability_46,Probability_47,Probability_48,Probability_49,Probability_50,Probability_51,Probability_52,Probability_53,Probability_54,Probability_55,Probability_56,Probability_57,Probability_58,Probability_59,Probability_60,Probability_61,Probability_62,Probability_63,Probability_64,Probability_65,Probability_66,Probability_67,Probability_68,Probability_69,Probability_70,Probability_71,Probability_72,Probability_73,Probability_74,Probability_75,Probability_76,Probability_77,Probability_78,Probability_79,Probability_80,Probability_81,Probability_82,Probability_83,Probability_84,Probability_85,Probability_86,Probability_87,Probability_88,Probability_89,Probability_90,Probability_91,Probability_92,Probability_93,Probability_94,Probability_95,Probability_96,Probability_97,Probability_98,Probability_99,Probability_100,Probability_101,Probability_102,Probability_103,Probability_104,Probability_105,Probability_106,Probability_107,Probability_108,Probability_109,Probability_110
21,0.125392430368748,0.124955053634785,0.183779706579507,0.16379582162942,0.212718509236069,0.122461118174832,0.103194517444286,0.156180671554176,0.179931556421622,0.15192098084623,0.193834075810174,0.115952498497217,0.0932386888980674,0.14915770017554,0.27362983335598,0.169664683740943,0.326779162663729,0.088449924432833,0.12679718050952,0.179081684730614,0.0760503995046075,0.11832065083407,0.118038757427832,0.130821653723832,0.11487767807991,0.105165371104834,0.0591974208824738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.0650903126178605,0.0925543745872059,0.153370865034887,0.108802612869055,0.137772524375155,0.103745515787427,0.102962719363161,0.128946106202056,0.199891447780752,0.158126741376208,0.12967657654649,0.133574107313961,0.183103405575935,0.114856956705759,0.0798585292730683,0.173504004895461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.155124490482688,0.177248140950919,0.133444094541441,0.166928685132583,0.209290977124124,0.0782361792981467,0.240855538796983,0.116726126877171,0.126971410625205,0.394905807309243,0.119194222665675,0.266557871504535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.162910788702621,0.167936644204582,0.0788948552720968,0.095205533991657,0.182594344208099,0.0718057239295327,0.111646145406781,0.0940623634911976,0.151289785860268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.272978340961059,0.148835887974152,0.160162994724621,0.163855764192883,0.099528528642752,0.156764990737783,0.164732087811573,0.195893473503304,0.125460330543067,0.237393749757072,0.103135613314137,0.259891072274199,0.0959492751070228,0.0976966084249116,0.102815225783795,0.143494399887422,0.188700306602115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.114195238010492,0.0829407848559578,0.120016842682074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.098211884554791,0.135534125470448,0.0676847523209243,0.137198421937569,0.175713209657319,0.155634436081856,0.140966900187388,0.156242789603798,0.142364891380864,0.26777349616477,0.193460187461818,0.145073068427852,0.220188932840612,0.12601901620181,0.139177040540982,0.134387756670985,0.164660400385313,0.176837559731123,0.298229190770025,0.144010293262923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.303237319249522,0.452958005398145,0.192275299716565,0.229112683501584,0.166765694566458,0.288894066796137,0.220752708758828,0.189585295788518,0.299602928172618,0.198491359649561,0.133907338966727,0.441305949282949,0.0902055477532395,0.119228813166116,0.218497362933716,0.0972697321254421,0.169972346676746,0.4551060997636,0.249242037418023,0.202442154552655,0.126118073403641,0.17083989923925,0.0993527980564186,0.193827486613366,0.133094774175181,0.250509048524538,0.214826668055096,0.172160483493644,0.144065690599984,0.160456862292838,0.242510163647481,0.0817738283862946,0.184460166515111,0.416396121330471,0.328886578736293,0.201665343880035,0.431689071432271,0.217631147527616,0.132707632380583,0.333596566810357,0.256524917391242,0.106527421422754,0.1126439408853,0.101720545672998,0.293907177115967,0.151364724974116,0.28898633507125,0.216063491000599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.122114176013625,0.132157976361235,0.14601669266735,0.0873362483985473,0.120321389480128,0.0928798392871998,0.183843737828836,0.101202112555339,0.0711337658364291,0.146501699136742,0.207218278021041,0.0914530891395911,0.154864342702383,0.0834956612398329,0.112015057499847,0.168647678884433,0.104280273077893,0.101291980765784,0.133577291522638,0.082552524991828,0.120979471997879,0.0808164939769358,0.108178783656425,0.201697023026794,0.0852994533210434,0.0776397567384217,0.231965418668007,0.1309071820771,0.143638538347376,0.130242185862897,0.146058661428252,0.145322329475004,0.129631215572832,0.17518548406051,0.159991168735036,0.15601080081863,0.155956708666617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.192482342773191,0.134466114196315,0.0994889592554556,0.129078229240896,0.105989521976222,0.179520431484306,0.0674538797728413,0.0740531174318493,0.176004317980028,0.113730013783332,0.103926808961178,0.0988111917429059,0.0961987130117802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.11998525442187,0.152001943567638,0.137227786479471,0.146417898977458,0.136799579820225,0.144957618510456,0.118033006554038,0.13465991248474,0.106474915136953,0.165739505213226,0.133263665023119,0.194104562584119,0.082337568006515,0.112260483503577,0.124919791307056,0.147584066597684,0.262053485290126,0.122357731753348,0.310262416972438,0.281873708862842,0.304108395575622,0.142269241606824,0.08451302769192,0.162158751822185,0.146369119395398,0.187773717571389,0.166964449853159,0.126108720514395,0.154430702144413,0.121177741013398,0.187403677557532,0.164878926309491,0.189307840624757,0.106005963234967,0.13341236826128,0.144412832037177,0.149246969858286,0.102742257768583,0.124059001343242,0.253831328049574,0.11667821081594,0.136556972631155,0.109001027154085,0.177265088454231,0.242845893851793,0.202562051501604,0.155025103891413,0.179524456013539,0.197672218358638,0.109196818780725,0.153837867928656,0.0884750864518365,0.124335185662809,0.208579170659226,0.269518674847648,0.135065449088293,0.13216216778899,0.151514505296235,0.22223944468953,0.153512863686941,0.17737577453471,0.130962123008649,0.101372345838216,0.182727711759237,0.10900586579006,0.141206658885408,0.155935199563192,0.188942067311803,0.190777190434068,0.146118251874353,0.203801792121088,0.190317009584197,0.217590688652275,0.225063860600317,0.0942871037424649,0.150302855839832,0.155463338712375,0.138882848262697,0.101898944432545,0.164033318956965,0.157581291894166,0.213475486471208,0.266260047761097,0.184414963214791,0.22735877479709,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.150391884367444,0.120080966508984,0.0969943588597855,0.140738936467984,0.178592828286222,0.178667158655967,0.187594389194893,0.191345249944623,0.187118231965764,0.0868591537898539,0.144768780015619,0.261809250036643,0.180975863938789,0.143662680707865,0.118683980029487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.133421560297651,0.0797591300670828,0.212339249748819,0.0851079524926134,0.107371442708709,0.335012810375594,0.100443343086128,0.544597226570414,0.132797279175128,0.389296691428649,0.0825713307023154,0.0923172305921771,0.131475270793107,0.097972408566405,0.0743974441249093,0.101515428310469,0.100923102002841,0.0803140147872489,0.0933409189758806,0.0954470029180739,0.132882042831985,0.0763559343151598,0.279589161072819,0.0915391613066643,0.135919142235739,0.11697420360751,0.110760622045233,0.156991159124386,0.0895771431560959,0.130668867417375,0.107003139337934,0.089998118674459,0.295109446792696,0.0902930825787414,0.108032203421017,0.108115209266669,0.0988243240257282,0.0763404431581768,0.139063463056021,0.104890653789896,0.121215922147048,0.132621384491148,0.122710716773624,0.113337931202564,0.0900049642473341,0.598018425992566,0.109885818993694,0.0826194912624339,0.106593921752011,0.113200358299667,0.0887890756593345,0.103368281419578,0.106829535761132,0.138217372050907,0.118226381146841,0.0671472652641005,0.539646912777992,0.102593490990879,0.105009481488735,0.0994146272673555,0.127251441412547,0.120514165440467,0.140448494088063,0.15106708440647,0.12484583272495,0.0758117074619658,0.116810235035258,0.0899459780437499,0.0858154453222376,0.0971964313954541,0.111390111295787,0.0806647587836707,0.0755217133546679,0.167152522319042,0.11463451920072,0.0967314362833294,0.10509756397295,0.103892273797866,0.0807089308376764,0.119799595025186,0.0906234220425245,0.0896538401488583,0.128948137632333,0.178956951567971,0.108258817913916,0.10413122339676,0.120031801544126,0.106666213729295,0.108183596780673,0.502210092258806,0.0752633252211522,0.112609799655984,0.127989938038127,0.444892124444092,0.0969651999862474,0.0927479882530629,0.121786157938444,0.0922435224831284,0.203711375444813,0.339098861275896,0.122228454273566,0.087523242865898,0.120590723791006,0.120473609085339,0.552073252774607,0.552073251580336,0.215496736663439,0.116769011039166,0.0780473143802561,0.0771560590410463
34,0.180009022876705,0.202500736000855,0.0861285814911257,0.135318319541997,0.142428801635973,0.125168012326841,0.108997956522133,0.106016606117891,0.235171044708379,0.302215160098935,0.214109380148506,0.161542201458884,0.219257023400129,0.298613314019433,0.213425578692204,0.147568733828482,0.258165709630934,0.144869689467683,0.153954478034923,0.190489500930345,0.207882410843925,0.172914394174452,0.310945469818282,0.290973387824746,0.152896259929428,0.259852460447803,0.0723677687408752,0.181981432246442,0.188416955921255,0.2558778771439,0.268872011387169,0.123361536406722,0.112089414535036,0.197293167839576,0.176165193943103,0.138626923199156,0.126620735592402,0.179049577412318,0.190435526857002,0.136707719148804,0.252615601171149,0.215436179637327,0.233011919234183,0.16224986830119,0.207490522219799,0.122268666936436,0.103560590505159,0.200991870246862,0.193006763215576,0.295381363588608,0.0958980881401379,0.331084903285799,0.0932110595543044,0.248563561225257,0.296652682022999,0.188213101855001,0.142973875002222,0.218791664546777,0.157833347184987,0.166790551133098,0.096695961228492,0.134594052820308,0.231245302671479,0.179962360955357,0.205426171470156,0.139306185970821,0.174927749743835,0.0810182915593165,0.12250651244269,0.134884857650218,0.14888650325549,0.125549721693,0.120671305217299,0.130828743961041,0.126109855043599,0.103271221809162,0.128464173023405,0.138155220017512,0.0933763748698065,0.170861029634906,0.211638870393105,0.152316609201635,0.173728305001705,0.206999174381171,0.252925497798694,0.228520803928497,0.14913479176923,0.120776777250633,0.167346047225157,0.266826933193566,0.0870732077763379,0.234352824277917,0.353371867278442,0.301701299486969,0.0856366855459292,0.208281455475959,0.181715233600864,0.182883452572676,0.227675250038394,,,,,,,,,,,
35,0.166330828775213,0.130966070601501,0.0922512038308252,0.107165776650628,0.106899576482781,0.135369736985595,0.201009338632591,0.144550492714882,0.199893201425646,0.0844927825927722,0.0866595482890415,0.190979811922175,0.147509848020561,0.190424840718436,0.115968833482638,0.132999938205738,0.160225091308558,0.130351770607727,0.115731315882036,0.177568886174742,0.153864552035407,0.12407605675963,0.240396881584129,0.13804210929143,0.123092986556222,0.188682277269645,0.123870799552744,0.172883172238826,0.105847450735326,0.193122122460557,0.14119956506239,0.161790978956088,0.190641750988337,0.159371061113286,0.158932725445939,0.146370890800235,0.183259507155196,0.182300600886226,0.109754135757323,0.16766550908183,0.184457851338048,0.103183441643355,0.163798007305983,0.124482693761308,0.100192831668534,0.088730219719684,0.145489187377472,0.13044912181692,0.117424313200176,0.180084750187525,0.294731425808579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
