Topic,Probability_1,Probability_2,Probability_3,Probability_4,Probability_5,Probability_6,Probability_7,Probability_8,Probability_9,Probability_10,Probability_11,Probability_12,Probability_13,Probability_14,Probability_15,Probability_16,Probability_17,Probability_18,Probability_19,Probability_20,Probability_21,Probability_22,Probability_23,Probability_24,Probability_25,Probability_26,Probability_27,Probability_28,Probability_29,Probability_30,Probability_31,Probability_32,Probability_33,Probability_34,Probability_35,Probability_36,Probability_37,Probability_38,Probability_39,Probability_40,Probability_41,Probability_42,Probability_43,Probability_44,Probability_45,Probability_46,Probability_47,Probability_48,Probability_49,Probability_50,Probability_51,Probability_52,Probability_53,Probability_54,Probability_55,Probability_56,Probability_57,Probability_58,Probability_59,Probability_60,Probability_61,Probability_62,Probability_63,Probability_64,Probability_65,Probability_66,Probability_67,Probability_68,Probability_69,Probability_70,Probability_71,Probability_72,Probability_73,Probability_74,Probability_75,Probability_76,Probability_77,Probability_78,Probability_79,Probability_80,Probability_81,Probability_82,Probability_83,Probability_84,Probability_85,Probability_86,Probability_87,Probability_88,Probability_89,Probability_90,Probability_91,Probability_92,Probability_93,Probability_94,Probability_95,Probability_96,Probability_97,Probability_98,Probability_99,Probability_100,Probability_101,Probability_102,Probability_103,Probability_104
21,0.154722874372675,0.152663611118387,0.245729748505876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.218883123594939,0.275105803388374,0.338113077404376,0.463136354480455,0.462470129455127,0.46030140708389,0.22583384628944,0.192958099872706,0.347786609445424,0.239577233711751,0.254565237081603,0.173073276483228,0.163891620640018,0.24530716673511,0.351119235430535,0.221375927180012,0.363343625542044,0.150426034311535,0.150206466233903,0.153013250111221,0.191921626895399,0.236510293921026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.134343019985546,0.245004018463383,0.172731491905919,0.249543266258633,0.222727510927486,0.412920055004637,0.278536306397731,0.447329312128306,0.230841592522797,0.365055121568854,0.277580227089707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.275264513988511,0.610140459590822,0.682908211811314,0.71650671909266,0.216155739324133,0.463496606768315,0.132438800579432,0.225466985405994,0.287553264510074,0.546946327117255,0.353716687922232,0.466737345672708,0.45879836933404,0.277500674492549,0.267404564436518,0.412708230087343,0.616053286089886,0.271109427212361,0.283574822570046,0.303882504477112,0.238417863643153,0.260903917891303,0.166898798966096,0.344955327072654,0.342660395958573,0.646284438143832,0.294686162802665,0.242782038009284,0.583085001773195,0.459895490642678,0.46859580408023,0.159453336422416,0.275345083486078,0.387986783507414,0.284250457518983,0.127693775945131,0.176768044721724,0.215695383426411,0.347646996393631,0.458373664102751,0.334057370719032,0.229825724944564,0.165868425284281,0.362825073145076,0.354772115126412,0.504749308128517,0.493879029970114,0.383328702015464,0.187456840011243,0.123302157456465,0.480486841802956,0.260594888314132,0.163239412475906,0.59351415629898,0.408995376121377,0.474178562917786,0.436991456700161,0.409973081314752,0.440715876502502,0.456186545428558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.360546304335358,0.249949065275721,0.320516651282012,0.185555519398962,0.256693865002631,0.162810972690022,0.41006992881963,0.197155605571415,0.366389651283948,0.51608580254678,0.510566947011289,0.261695408343581,0.405043049163959,0.408703728829039,0.241534549338212,0.32022524788785,0.226236922401208,0.412162899584126,0.126998492572866,0.13118574314034,0.285507582247545,0.22054445321854,0.25679644933339,0.396930451578122,0.335525986556822,0.473686598156821,0.460373159934963,0.402992917773985,0.379260192687787,0.294492993012736,0.250259763867349,0.309266217595778,0.436386848138048,0.42708522392447,0.373604566869815,0.222068413421104,0.191186974257571,0.329962202742084,0.359198010520593,0.241288100132862,0.299449792251735,0.172565581844259,0.187934299471507,0.380357372275342,0.235034893111365,0.334082394393849,0.347297767613226,0.278584220274028,0.21967024797786,0.314182024357164,0.449023347933393,0.19218845515534,0.181327242761709,0.503021554963715,0.153785925593013,0.56357136355407,0.520331397271342,0.271280273982381,0.271161265457958,0.356686884605679,0.127567493886869,0.14797454950761,0.424084550277302,0.14899210775723,0.396006174825909,0.147815712049807,0.162719137474809,0.323478108124257,0.379049188863717,0.165135157463946,0.189185035142678,0.209787768643453,0.166090950251438,0.301579805190459,0.289718333263884,0.171963766007961,0.295479832461827,0.252812971652969,0.28447804654833,0.223731734929768,0.196547465087906,0.292624602020492,0.445832638855639,0.270483918393682,0.196699519493427,0.411546740220188,0.332939279552252,0.552961768236769,0.233851991283411,0.312757951283111,0.450264624551728,0.386724716489786,0.475079420911659,0.446747493601656,0.337159655214887,0.506388564367921,0.209513160307433,0.33412740942346,0.346069318232357,0.329297580451994,,,,
26,0.139292296097306,0.174017537438566,0.171698711855065,0.227733424190679,0.120328882038088,0.116239774501025,0.165085760506918,0.133427191521422,0.348963174653782,0.150560275667922,0.217669371175693,0.191534495648432,0.155798792953763,0.17150279971411,0.200958775312662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.146868008927805,0.469905025669198,0.295727488992261,0.297824215876787,0.216903676171788,0.307092323218637,0.158051372350504,0.193806457445502,0.210480522944504,0.186915012954584,0.29388241252583,0.174900245049442,0.239111221291539,0.253055564617223,0.302899697238094,0.23697147029766,0.439958447299946,0.132975644039663,0.159483311384901,0.270038426808241,0.244116875453611,0.152094891900032,0.257599406568782,0.250876102809579,0.288351898903405,0.329561570748417,0.170308021479983,0.18297170972304,0.26133418626012,0.197297750168884,0.362892832996351,0.320617982477911,0.263432959279447,0.396714951436708,0.341014846305676,0.189996990102898,0.434101907758669,0.189296601884335,0.338913214110675,0.171282610849618,0.254744021004418,0.187477588736425,0.433054494240768,0.279727090167302,0.290419408839417,0.220148907000463,0.334023089159841,0.416926061842331,0.280212874224402,0.365799469188087,0.322133823069297,0.267655714974137,0.305251727912896,0.360373646859152,0.273399328588391,0.36177382676982,0.234735220937478,0.266772421248377,0.212408975313889,0.275922227392035,0.352617407897385,0.327191912864724,0.364523977235142,0.342380692319697,0.180574728785451,0.196494863974454,0.31079478047775,0.216065289925693,0.188304690082727,0.267177698347751,0.285839373171175,0.205834758476716,0.305515950926151,0.296374882912172,0.287236372627785,0.251086117100105,0.563246536359292,0.223285347290261,0.263408657787352,0.30206514273952,0.210580368355463,0.217804381051323,0.239892612557577,0.347206883218712,0.308690715658421,0.257577101231132,0.146900052845621,0.469875249417965,0.367669416723223,,,,,,,,,,,,,,,
28,0.234642971062819,0.180873801903417,0.202998873993535,0.100131718700051,0.2544560640213,0.241710345427578,0.19073750241603,0.172056918356115,0.180343559787438,0.151178020947395,0.174247963880693,0.247969088048259,0.19502767838595,0.147171597543607,0.165906521380276,0.264212345411553,0.273063934995573,0.183407738216811,0.204794102300685,0.288322978344987,0.17520770712504,0.137172095507801,0.235401804027174,0.180811250856119,0.212659971451948,0.147860564893884,0.140893857771959,0.123709860069467,0.223276942529343,0.225327703008467,0.260879160093537,0.166635291729447,0.188435373182628,0.128997686723058,0.268164886134386,0.119079588071281,0.253962360895385,0.219170909253798,0.197639444178252,0.239884349814447,0.164362240098362,0.208451545641812,0.266226581536951,0.158148985740525,0.281909363818881,0.159458525016206,0.224544809067652,0.202157021939329,0.213626028265876,0.262722079569055,0.223036821164911,0.238457710199715,0.216366148914425,0.228202667338266,0.213953581514733,0.231407686669683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.693164309476112,0.24485304769492,0.732396749880331,0.290365264841692,0.291336872388815,0.578702879976461,0.524069471560918,0.294293891640647,0.319026737891797,0.547218146245406,0.128634783471591,0.482353743013701,0.257812990336953,0.257452726108278,0.493499913690193,0.448670971065755,0.159578265960858,0.248380214768856,0.512825641896729,0.315193930307623,0.467240662016218,0.249689190796046,0.508641390974537,0.709174869532781,0.31168004259828,0.538441258306532,0.531250842304708,0.451917762998623,0.286276067162466,0.216673291207451,0.365918347278169,0.339135187710237,0.61275923181189,0.640309848474004,0.193254359960853,0.310222487542381,0.412767430074905,0.533109251748421,0.661364538642696,0.659795716160172,0.230462411609069,0.269203362795392,0.139613790320861,0.428715817780135,0.593653307616531,0.272397886562204,0.33966586950842,0.303944142654396,0.266049427944621,0.698541229424877,0.482346994411484,0.508519422402389,0.610852947543533,0.188678061242109,0.194004210818312,0.666048346084907,0.442012791936265,0.656130727941935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.174875073461144,0.210113949534561,0.208634907355899,0.13643002981893,0.138951409200607,0.153502784410393,0.143978916600129,0.181166729912786,0.114724046607961,0.218748386753091,0.268898159303078,0.156662445175101,0.468872165627324,0.325089669514378,0.363054884188985,0.164897270386086,0.263498486969019,0.178247044222684,0.173530161802614,0.243259185505028,0.204926138385499,0.230790706063691,0.260478919313594,0.156802540094413,0.114321101683492,0.2332810618283,0.255901760245738,0.204006162111772,0.153179070379159,0.214246962039075,0.263189366674577,0.215420667412643,0.232765478020427,0.249105252382401,0.360207231859248,0.284764492397757,0.174556738526134,0.143749364525194,0.237611901130098,0.146520475653757,0.2602301872342,0.134146153198718,0.18954694039808,0.179486911847098,0.275845865674611,0.19701245762233,0.189616897093736,0.164326650049627,0.233063166801265,0.184320424071298,0.227045806617427,0.275715743096927,0.1211159265631,0.266663173285987,0.215428400947432,0.244077261700532,0.194966716761218,0.203509401223416,0.169698025826878,0.171688997933176,0.179288510074337,0.143962842598621,0.285736151754475,0.371814470303317,0.259079167145692,0.300968422356701,0.134431813743207,0.206578146405192,0.224980793990379,0.274237596089174,0.273710013141739,0.23490107424844,0.298383444297675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.242410253896156,0.271678384010134,0.1833927072324,0.652323905612556,0.237911323543719,0.123130591457031,0.191761813911873,0.186721462561062,0.184529656299851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.221663776270635,0.205132280138031,0.1781479136052,0.215594765676118,0.292329628044949,0.230220377154275,0.37341423202389,0.23267617120188,0.483984139294968,0.180692481767459,0.231383677768285,0.196272413726875,0.224768686015235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
